date,NINO,APORTES,ENERGY_PRICE
2012-07-01,0.44,1782.52835483871,79.17754592473118
2012-08-01,0.66,1703.235193548387,140.26220102150538
2012-09-01,0.44,1241.9978,183.3778401333333
2012-10-01,0.23,1528.5186129032256,198.00380627956991
2012-11-01,0.33,1420.1212666666668,166.9982269888889
2012-12-01,-0.13,1236.031258064516,180.3391705376344
2013-01-01,-0.42,676.5885483870968,184.45569695698924
2013-02-01,-0.4,1086.8696071428571,181.1771141428572
2013-03-01,-0.14,1428.042870967742,137.53884632258064
2013-04-01,-0.08,1252.7266333333332,229.82422287777777
2013-05-01,-0.28,2116.575129032258,139.81515178494627
2013-06-01,-0.33,1682.1890666666668,143.10235772222222
2013-07-01,-0.28,1773.319032258065,232.1402435376344
2013-08-01,-0.29,1970.1819677419355,150.55001888172043
2013-09-01,-0.09,1683.2705666666668,144.20590491111113
2013-10-01,-0.24,1522.357,211.9383313333333
2013-11-01,-0.02,1827.243066666667,210.38550514444444
2013-12-01,-0.09,1746.0773870967744,164.0329949139785
2014-01-01,-0.42,1161.8111483870966,160.47509748387097
2014-02-01,-0.45,1093.6711071428572,187.9651093333333
2014-03-01,-0.07,1496.170677419355,151.3030924301075
2014-04-01,0.28,1320.3758999999998,373.7469429222223
2014-05-01,0.45,1907.3695161290325,381.9789959677419
2014-06-01,0.48,2184.5538,334.87149411111113
2014-07-01,0.13,1987.1051935483872,184.669632655914
2014-08-01,0.14,1674.675548387097,200.1672784301075
2014-09-01,0.37,1515.8703333333333,177.31851948888888
2014-10-01,0.48,1677.7811612903222,207.02634377419355
2014-11-01,0.89,1774.155733333333,166.56813924444447
2014-12-01,0.77,1730.7474193548387,175.05465266666667
2015-01-01,0.59,969.7379677419356,187.59591108602152
2015-02-01,0.57,1347.2359642857143,166.2312292738095
2015-03-01,0.48,1358.9537419354838,205.50295066666664
2015-04-01,0.9,2160.7005666666664,161.30443577777777
2015-05-01,1.04,1807.049387096774,259.1989313548387
2015-06-01,1.28,2792.5063,186.4165488
2015-07-01,1.56,2243.576129032258,206.15807048387097
2015-08-01,1.87,1992.9990967741933,183.70840486021504
2015-09-01,2.01,1385.5212,458.8346858444445
2015-10-01,2.21,1445.8007530589546,1106.619159612903
2015-11-01,2.57,1857.4735714285712,766.9919818444445
2015-12-01,2.56,1020.3919032258062,630.1935495913978
2016-01-01,2.56,664.3672903225806,554.1589823010753
2016-02-01,2.11,677.4757931034484,645.9999111494253
2016-03-01,1.6,905.4082903225806,830.0181967526883
2016-04-01,1.05,1709.715666666667,332.4932637111111
2016-05-01,0.45,2302.070612903225,140.31038082795698
2016-06-01,0.06,2284.365,167.97191656666664
2016-07-01,-0.25,2521.2563870967742,129.2143740967742
2016-08-01,-0.48,1790.378,198.0151265483871
2016-09-01,-0.46,1872.18178,150.3636568111111
2016-10-01,-0.75,2056.500258064516,184.94696905376344
2016-11-01,-0.63,2541.3882000000003,166.6776215111111
2016-12-01,-0.51,2301.839225806452,107.45283823655916
2017-01-01,-0.34,1832.5689032258067,111.50643569892472
2017-02-01,-0.01,1025.0955714285717,156.9946869642857
2017-03-01,-0.09,2388.534516129032,119.8590928817204
2017-04-01,0.22,2379.837933333333,96.47702438888888
2017-05-01,0.3,3518.2752903225805,71.65047594623655
2017-06-01,0.22,2942.7496999999994,68.50058371111112
2017-07-01,0.22,2631.544838709677,70.60407205376345
2017-08-01,-0.18,1989.6791612903228,92.5729874516129
2017-09-01,-0.56,1971.3187,124.32170758888888
2017-10-01,-0.52,1914.319322580645,137.36530622580645
2017-11-01,-0.84,2510.2773,126.71987426666668
2017-12-01,-0.85,1724.362548387097,101.34635160215056
2018-01-01,-0.86,1586.4978387096787,124.47677378494625
2018-02-01,-0.73,1177.019857142856,140.03725386904762
2018-03-01,-0.73,1202.1032580645158,172.1338948924731
2018-04-01,-0.36,2570.234033333333,115.66846886666669
2018-05-01,-0.12,3820.630774193553,75.11800815053763
2018-06-01,0.12,3040.0446000000006,73.93359082222221
2018-07-01,0.27,2547.969700000001,79.88897687096774
2018-08-01,0.05,2083.3509999999987,95.03049547311828
2018-09-01,0.3,1778.903733333333,101.43225115555556
2018-10-01,0.84,2499.817225806452,121.85983808602153
2018-11-01,1.0,2623.756343333333,104.11863222222222
2018-12-01,0.97,1347.3410419354827,191.33679912903224
2019-01-01,0.51,892.5152580645167,285.42366903225803
2019-02-01,0.62,1031.5502500000002,303.4703065119048
2019-03-01,0.81,1433.3744516129038,262.8579173548387
2019-04-01,0.67,2445.827600000001,189.79297133333333
2019-05-01,0.61,2841.5936129032266,172.12713089247313
2019-06-01,0.66,2970.455133333334,113.28355821111111
2019-07-01,0.41,2212.338193548388,122.33132255913978
2019-08-01,0.19,1842.827064516128,147.25797603225806
2019-09-01,0.11,1451.5346666666674,284.75647413333337
2019-10-01,0.55,2124.0683870967746,321.2870886129033
2019-11-01,0.74,2228.1345666666675,232.8934613555556
2019-12-01,0.51,1667.9533225806451,308.5090387311828
2020-01-01,0.64,1037.3010645161291,323.05469086021503
2020-02-01,0.48,893.0868620689662,430.5174712643679
2020-03-01,0.36,1074.797064516129,339.4915994623656
2020-04-01,0.49,1397.1515000000004,252.15969444444443
2020-05-01,-0.12,1790.5726129032262,360.9838306451613
2020-06-01,-0.21,2163.0873333333334,306.5829444444444
2020-07-01,-0.04,2610.4749310344823,156.878373655914
2020-08-01,-0.42,2153.7460967741927,158.96676075268817
2020-09-01,-0.66,1921.3333666666672,150.94013888888887
2020-10-01,-1.19,1908.2226774193543,198.3122983870968
2020-11-01,-1.01,2686.028766666665,179.97030555555554
2020-12-01,-0.98,1932.759,163.22466397849462
2021-01-01,-1.04,1480.5677741935478,181.257620967742
2021-02-01,-0.94,1250.2611071428564,270.1268601190476
2021-03-01,-0.72,2347.8868709677413,165.90516129032255
2021-04-01,-0.55,2347.1484333333337,162.63095833333333
2021-05-01,-0.41,3297.747967741934,100.53307795698925
2021-06-01,-0.06,3414.5190666666667,90.42504166666669
2021-07-01,-0.2,2665.2290645161297,91.72024193548388
2021-08-01,-0.38,2584.940225806452,93.61936827956988
2021-09-01,-0.5,2340.6226666666657,108.01794444444444
2021-10-01,-0.78,2590.2717096774204,103.75385752688172
2021-11-01,-0.88,2670.894766666667,104.17515277777778
2021-12-01,-1.07,1872.876285714285,335.94348118279567
2022-01-01,-0.77,1337.944433333333,289.91860215053765
2022-02-01,-0.68,1587.7972592592598,399.1649404761905
2022-03-01,-0.84,2552.5889677419364,226.99962365591395
2022-04-01,-0.9,3088.583466666667,143.79427777777775
2022-05-01,-1.02,3047.235,105.48951612903228
2022-06-01,-0.77,3365.4965000000007,104.145625
2022-07-01,-0.56,3106.7237741935496,109.3982930107527
2022-08-01,-0.96,2574.386258064515,150.88579301075268
2022-09-01,-1.06,2570.3877000000007,251.0650138888889
2022-10-01,-0.99,4771.493364809388,298.0675268817205
2022-11-01,-0.76,5128.196203333336,184.5360138888889
2022-12-01,-0.86,3182.274167741931,338.0845161290323
2023-01-01,-0.78,3137.098754838709,371.9811424731183
2023-02-01,-0.62,1926.337160714285,526.6861755952381
2023-03-01,-0.13,3788.324403225809,293.4953225806452
2023-04-01,0.24,3546.628616666668,226.9572361111112
2023-05-01,0.47,3214.529541935484,569.6899596774193
2023-06-01,0.95,3159.6192766666686,462.1933055555555
2023-07-01,1.2,2782.8150296187705,521.6461559139785
2023-08-01,1.56,2320.7786935483864,529.8252956989246
2023-09-01,1.65,1516.9987000000003,1014.9844722222222
2023-10-01,1.59,2202.754161290324,1015.4404301075268
2023-11-01,2.01,3107.8672333333334,504.5502083333334
2023-12-01,1.81,1725.0416774193543,656.1918548387097
2024-01-01,1.71,1090.0496451612903,558.7218951612905
2024-02-01,1.47,1156.7816551724138,568.7053304597702
2024-03-01,1.1,943.4972903225804,622.7734811827956
2024-04-01,0.93,1983.6035333333327,748.6564027777779
2024-05-01,0.41,4057.168129032256,291.550188172043
2024-06-01,0.25,4482.064633333329,280.6974861111111
2024-07-01,0.2,3257.87129032258,285.0932930107527
2024-08-01,0.02,2065.783580645161,567.4179166666665
2024-09-01,-0.11,1681.819566666667,873.70725
2024-10-01,-0.24,2162.8413548387102,1529.1342876344083
2024-11-01,-0.05,3285.768633333333,1046.4335833333332
2024-12-01,-0.58,2205.490967741937,741.0043548387097
