date,NINO,ENERGY_PRICE
2023-01-01,-0.78,371.9811424731183
2023-02-01,-0.62,526.6861755952381
2023-03-01,-0.13,293.4953225806452
2023-04-01,0.24,226.95723611111117
2023-05-01,0.47,569.6899596774193
2023-06-01,0.95,462.1933055555555
2023-07-01,1.2,521.6461559139785
2023-08-01,1.56,529.8252956989246
2023-09-01,1.65,1014.9844722222222
2023-10-01,1.59,1015.4404301075268
2023-11-01,2.01,504.5502083333334
2023-12-01,1.81,656.1918548387097
2024-01-01,1.71,558.7218951612905
2024-02-01,1.47,568.7053304597702
2024-03-01,1.1,622.7734811827956
2024-04-01,0.93,748.6564027777779
2024-05-01,0.41,291.550188172043
2024-06-01,0.25,280.6974861111111
2024-07-01,0.2,285.0932930107527
2024-08-01,0.02,567.4179166666665
2024-09-01,-0.11,873.70725
2024-10-01,-0.24,1529.1342876344083
2024-11-01,-0.05,1046.4335833333332
2024-12-01,-0.58,741.0043548387097
