date,RONI,ENERGY_PRICE,APORTES
2014-04-01,0.28,373.7469429222223,124158751.85185184
2014-05-01,0.45,381.9789959677419,166065748.14814815
2014-06-01,0.48,334.87149411111113,234816766.66666663
2014-07-01,0.13,184.669632655914,215490288.8888889
2014-08-01,0.14,200.1672784301075,167558100.0
2014-09-01,0.37,177.31851948888888,151518066.66666666
2014-10-01,0.48,207.02634377419355,177429022.2222222
2014-11-01,0.89,166.56813924444447,170572900.0
2014-12-01,0.77,175.05465266666667,131820250.0
2015-01-01,0.59,187.59591108602152,81665300.0
2015-02-01,0.57,166.2312292738095,92412296.42857143
2015-03-01,0.48,205.50295066666664,97378771.42857143
2015-04-01,0.9,161.30443577777777,160383621.42857143
2015-05-01,1.04,259.1989313548387,162513800.0
2015-06-01,1.28,186.4165488,249489292.85714287
2015-07-01,1.56,206.15807048387097,220674582.14285716
2015-08-01,1.87,183.70840486021504,196344525.0
2015-09-01,2.01,458.8346858444445,121928550.0
2015-10-01,2.21,1106.619159612903,109324596.42857143
2015-11-01,2.57,766.9919818444445,132404048.27586208
2015-12-01,2.56,630.1935495913978,80491793.10344827
2016-01-01,2.56,554.1589823010753,55029782.75862069
2016-02-01,2.11,645.9999111494253,53974844.82758621
2016-03-01,1.6,830.0181967526883,67571868.96551724
2016-04-01,1.05,332.4932637111111,139332875.86206895
2016-05-01,0.45,140.31038082795698,187114537.93103448
2016-06-01,0.06,167.97191656666664,174115472.41379312
2016-07-01,-0.25,129.2143740967742,219736468.96551725
2016-08-01,-0.48,198.0151265483871,170294227.58620688
2016-09-01,-0.46,150.3636568111111,198621558.6206897
2016-10-01,-0.75,184.94696905376344,180544693.10344827
2016-11-01,-0.63,166.6776215111111,209504068.96551725
2016-12-01,-0.51,107.45283823655916,172171706.89655173
2017-01-01,-0.34,111.50643569892472,132002020.0
2017-02-01,-0.01,156.9946869642857,75794516.66666667
2017-03-01,-0.09,119.8590928817204,190642020.0
2017-04-01,0.22,96.47702438888888,166031210.0
2017-05-01,0.3,71.65047594623655,295530893.3333333
2017-06-01,0.22,68.50058371111112,241303000.0
2017-07-01,0.22,70.60407205376345,207064536.66666663
2017-08-01,-0.18,92.5729874516129,159971870.0
2017-09-01,-0.56,124.32170758888888,163123760.0
2017-10-01,-0.52,137.36530622580645,152957996.66666666
2017-11-01,-0.84,126.71987426666668,186798410.0
2017-12-01,-0.85,101.34635160215056,128812700.0
2018-01-01,-0.86,124.47677378494625,127093813.79310344
2018-02-01,-0.73,140.03725386904762,79297979.31034483
2018-03-01,-0.73,172.1338948924731,102193793.10344829
2018-04-01,-0.36,115.66846886666669,236332703.44827583
2018-05-01,-0.12,75.11800815053763,314187681.25
2018-06-01,0.12,73.93359082222221,256148437.5
2018-07-01,0.27,79.88897687096774,221605500.0
2018-08-01,0.05,95.03049547311828,177861309.375
2018-09-01,0.3,101.43225115555556,147155362.5
2018-10-01,0.84,121.85983808602153,181662915.625
2018-11-01,1.0,104.11863222222222,168933362.5
2018-12-01,0.97,191.33679912903224,92147306.25
2019-01-01,0.51,285.42366903225803,68026846.875
2019-02-01,0.62,303.4703065119048,64756871.875
2019-03-01,0.81,262.8579173548387,98043368.75
2019-04-01,0.67,189.79297133333333,170528184.375
2019-05-01,0.61,172.12713089247313,211985042.42424244
2019-06-01,0.66,113.28355821111111,232562327.27272728
2019-07-01,0.41,122.33132255913978,197745484.84848484
2019-08-01,0.19,147.25797603225806,140414509.0909091
2019-09-01,0.11,284.75647413333337,113981875.75757577
2019-10-01,0.55,321.2870886129033,151708582.3529412
2019-11-01,0.74,232.8934613555556,132145367.64705884
2019-12-01,0.51,308.5090387311828,99695694.11764704
2020-01-01,0.64,323.05469086021503,61932637.14285714
2020-02-01,0.48,430.5174712643679,52918722.85714286
2020-03-01,0.36,339.4915994623656,67500868.57142857
2020-04-01,0.49,252.15969444444443,87338954.28571428
2020-05-01,-0.12,360.9838306451613,118486657.14285716
2020-06-01,-0.21,306.5829444444444,155898182.85714287
2020-07-01,-0.04,156.878373655914,200495697.14285716
2020-08-01,-0.42,158.96676075268817,135101417.14285713
2020-09-01,-0.66,150.94013888888887,135846662.85714287
2020-10-01,-1.19,198.3122983870968,124922897.14285716
2020-11-01,-1.01,179.97030555555554,196913988.57142857
2020-12-01,-0.98,163.22466397849462,114334577.14285716
2021-01-01,-1.04,181.25762096774196,87481060.0
2021-02-01,-0.94,270.1268601190476,71683225.71428572
2021-03-01,-0.72,165.90516129032255,165929148.57142857
2021-04-01,-0.55,162.63095833333333,159649297.14285713
2021-05-01,-0.41,100.53307795698925,263397945.7142857
2021-06-01,-0.06,90.42504166666669,276619002.9411765
2021-07-01,-0.2,91.72024193548388,207846302.85714287
2021-08-01,-0.38,93.61936827956988,196055728.57142857
2021-09-01,-0.5,108.01794444444444,166314665.7142857
2021-10-01,-0.78,103.75385752688172,180208354.2857143
2021-11-01,-0.88,104.17515277777778,175981305.7142857
2021-12-01,-1.07,335.94348118279567,106981208.57142857
2022-01-01,-0.77,289.91860215053765,78859002.85714285
2022-02-01,-0.68,399.1649404761905,83890337.14285715
2022-03-01,-0.84,226.99962365591395,145324162.85714287
2022-04-01,-0.9,143.79427777777775,196198938.2352941
2022-05-01,-1.02,105.48951612903228,205758277.14285716
2022-06-01,-0.77,104.145625,242059988.57142857
2022-07-01,-0.56,109.3982930107527,227685300.0
2022-08-01,-0.96,150.88579301075268,206251402.94117647
2022-09-01,-1.06,251.0650138888889,180035929.4117647
2022-10-01,-0.99,298.0675268817205,273571685.71428573
2022-11-01,-0.76,184.5360138888889,296728727.7777778
2022-12-01,-0.86,338.0845161290323,176243033.33333334
2023-01-01,-0.78,371.9811424731183,161215756.75675675
2023-02-01,-0.62,526.6861755952381,91300945.94594596
2023-03-01,-0.13,293.4953225806452,213179243.24324325
2023-04-01,0.24,226.95723611111117,200185418.9189189
2023-05-01,0.47,569.6899596774193,184011551.35135132
2023-06-01,0.95,462.1933055555555,190911951.35135132
2023-07-01,1.2,521.6461559139785,196113729.7297297
2023-08-01,1.56,529.8252956989246,154325213.5135135
2023-09-01,1.65,1014.9844722222222,82775016.27906977
2023-10-01,1.59,1015.4404301075268,107772927.90697674
2023-11-01,2.01,504.5502083333334,143010786.04651162
2023-12-01,1.81,656.1918548387097,84767102.3255814
2024-01-01,1.71,558.7218951612905,54029444.18604651
2024-02-01,1.47,568.7053304597702,54086372.093023255
2024-03-01,1.1,622.7734811827956,50664776.74418605
2024-04-01,0.93,748.6564027777779,92766734.88372092
2024-05-01,0.41,291.550188172043,203075204.6511628
2024-06-01,0.25,280.6974861111111,229493634.88372093
2024-07-01,0.2,285.0932930107527,169111516.27906978
2024-08-01,0.02,567.4179166666665,105074211.62790698
2024-09-01,-0.11,873.70725,86082960.46511628
2024-10-01,-0.24,1529.1342876344083,111470995.3488372
2024-11-01,-0.05,1046.4335833333332,172028579.06976745
2024-12-01,-0.58,741.0043548387097,105770760.46511628
