date,PriceEnergy
2015-09-01,458.83468584444444
2015-10-01,1106.6191596129033
2015-11-01,766.9919818444445
2015-12-01,630.1935495913978
2016-01-01,554.1589823010753
2016-02-01,645.9999111494253
2016-03-01,830.0181967526883
2016-04-01,332.4932637111111
2016-05-01,140.31038082795698
2016-06-01,167.97191656666664
2016-07-01,129.2143740967742
2016-08-01,198.0151265483871
2016-09-01,150.3636568111111
2016-10-01,184.94696905376344
2016-11-01,166.6776215111111
2016-12-01,107.45283823655915
2017-01-01,111.50643569892472
2017-02-01,156.9946869642857
2017-03-01,119.85909288172041
2017-04-01,96.47702438888888
2017-05-01,71.65047594623655
2017-06-01,68.50058371111112
2017-07-01,70.60407205376345
2017-08-01,92.5729874516129
2017-09-01,124.32170758888887
2017-10-01,137.36530622580645
2017-11-01,126.71987426666668
2017-12-01,101.34635160215055
2018-01-01,124.47677378494623
2018-02-01,140.03725386904762
2018-03-01,172.1338948924731
2018-04-01,115.66846886666667
2018-05-01,75.11800815053763
2018-06-01,73.93359082222221
2018-07-01,79.88897687096774
2018-08-01,95.03049547311828
2018-09-01,101.43225115555556
2018-10-01,121.85983808602151
2018-11-01,104.11863222222222
2018-12-01,191.33679912903224
2019-01-01,285.42366903225803
2019-02-01,303.47030651190477
2019-03-01,262.8579173548387
2019-04-01,189.79297133333333
2019-05-01,172.12713089247313
2019-06-01,113.28355821111111
2019-07-01,122.33132255913978
2019-08-01,147.25797603225806
2019-09-01,284.75647413333337
2019-10-01,321.2870886129033
2019-11-01,232.89346135555556
2019-12-01,308.5090387311828
2020-01-01,323.05469086021503
2020-02-01,430.5174712643679
2020-03-01,339.4915994623656
2020-04-01,252.15969444444445
2020-05-01,360.98383064516133
2020-06-01,306.5829444444444
2020-07-01,156.878373655914
2020-08-01,158.96676075268815
2020-09-01,150.94013888888887
2020-10-01,198.3122983870968
2020-11-01,179.97030555555554
2020-12-01,163.22466397849462
2021-01-01,181.25762096774193
2021-02-01,270.1268601190476
2021-03-01,165.90516129032255
2021-04-01,162.63095833333333
2021-05-01,100.53307795698923
2021-06-01,90.42504166666667
2021-07-01,91.72024193548387
2021-08-01,93.61936827956988
2021-09-01,108.01794444444445
2021-10-01,103.75385752688172
2021-11-01,104.17515277777778
2021-12-01,335.94348118279567
2022-01-01,289.91860215053765
2022-02-01,399.1649404761905
2022-03-01,226.99962365591395
2022-04-01,143.79427777777775
2022-05-01,105.48951612903227
2022-06-01,104.14562500000001
2022-07-01,109.3982930107527
2022-08-01,150.88579301075268
2022-09-01,251.0650138888889
2022-10-01,298.0675268817205
2022-11-01,184.5360138888889
2022-12-01,338.0845161290323
2023-01-01,371.98114247311827
2023-02-01,526.6861755952381
2023-03-01,293.49532258064517
2023-04-01,226.95723611111114
2023-05-01,569.6899596774193
2023-06-01,462.1933055555555
2023-07-01,521.6461559139785
2023-08-01,529.8252956989246
2023-09-01,1014.9844722222222
2023-10-01,1015.4404301075268
2023-11-01,504.5502083333334
2023-12-01,656.1918548387097
2024-01-01,558.7218951612905
2024-02-01,568.7053304597702
2024-03-01,622.7734811827956
2024-04-01,748.6564027777779
2024-05-01,291.550188172043
2024-06-01,280.6974861111111
2024-07-01,285.0932930107527
2024-08-01,567.4179166666665
2024-09-01,873.70725
2024-10-01,1529.1342876344083
2024-11-01,1046.4335833333332
2024-12-01,741.0043548387097
