date,PriceEnergy
2000-01-01,36.77877993548389
2000-02-01,40.261476827586215
2000-03-01,37.637297376344094
2000-04-01,44.29805744444445
2000-05-01,37.291121849462364
2000-06-01,39.9932027638889
2000-07-01,42.801140806451606
2000-08-01,49.070172247311824
2000-09-01,59.53525166666665
2000-10-01,48.42078824731182
2000-11-01,45.39779070833333
2000-12-01,55.40978918279569
2001-01-01,70.60665351612904
2001-02-01,86.04176400000001
2001-03-01,70.62400477419357
2001-04-01,67.14124172222225
2001-05-01,50.00543716129033
2001-06-01,43.02527800000001
2001-07-01,39.87171288172044
2001-08-01,38.96622711827957
2001-09-01,45.30853116666666
2001-10-01,46.79236440860216
2001-11-01,38.962033555555564
2001-12-01,35.05497249462366
2002-01-01,38.70992283870969
2002-02-01,56.64558720238095
2002-03-01,52.869984967741935
2002-04-01,48.44514172222224
2002-05-01,39.42040721505375
2002-06-01,35.13288577777779
2002-07-01,42.15307365591398
2002-08-01,45.40600548387098
2002-09-01,49.05839005555558
2002-10-01,60.21958511827957
2002-11-01,53.04030677777779
2002-12-01,64.10013347311826
2003-01-01,69.11900180645164
2003-02-01,71.96138294047618
2003-03-01,76.83774978494621
2003-04-01,80.1186462222222
2003-05-01,69.47551355913978
2003-06-01,64.70255361111113
2003-07-01,69.92515717204299
2003-08-01,65.20440784946234
2003-09-01,62.49289883333333
2003-10-01,55.49408678494625
2003-11-01,63.66732772222222
2003-12-01,52.346394150537634
2004-01-01,58.87687567741936
2004-02-01,70.40081575862067
2004-03-01,73.14546574193547
2004-04-01,70.654513
2004-05-01,72.12580626881721
2004-06-01,51.34673188888889
2004-07-01,52.8359307204301
2004-08-01,53.984546225806454
2004-09-01,60.11169638888888
2004-10-01,71.77283973118276
2004-11-01,67.38508438888888
2004-12-01,67.57161937634409
2005-01-01,82.78205547311832
2005-02-01,73.86437828571425
2005-03-01,69.21760983870965
2005-04-01,68.32830544444441
2005-05-01,69.39889759139787
2005-06-01,59.05737277777777
2005-07-01,77.80062675268819
2005-08-01,85.8283337311828
2005-09-01,87.75673088888885
2005-10-01,81.2168141935484
2005-11-01,56.201273944444466
2005-12-01,79.96953117204299
2006-01-01,79.0264871935484
2006-02-01,75.52091904761903
2006-03-01,65.7874476236559
2006-04-01,54.01196816666667
2006-05-01,53.73773859139783
2006-06-01,52.985621055555576
2006-07-01,59.31640294623657
2006-08-01,66.5327544623656
2006-09-01,103.44861244444442
2006-10-01,130.5117015698925
2006-11-01,80.43596811111111
2006-12-01,64.23784768817204
2007-01-01,88.4634188064516
2007-02-01,106.98867625000001
2007-03-01,100.79190553763443
2007-04-01,91.82196516666664
2007-05-01,74.92841674193551
2007-06-01,75.86059083333335
2007-07-01,80.26138731182796
2007-08-01,85.21333926881718
2007-09-01,74.03187861111111
2007-10-01,80.52224479569892
2007-11-01,62.60941055555557
2007-12-01,85.05587180645159
2008-01-01,95.31448808602148
2008-02-01,100.63301501149422
2008-03-01,89.54313483870969
2008-04-01,102.94095199722224
2008-05-01,96.52427075268815
2008-06-01,76.02115527777775
2008-07-01,62.64224702150536
2008-08-01,73.0971862043011
2008-09-01,80.72590626111113
2008-10-01,82.866759
2008-11-01,87.22603255555558
2008-12-01,107.64402849462365
2009-01-01,133.1804702473118
2009-02-01,122.25375114285714
2009-03-01,108.17769748387096
2009-04-01,88.94394527777779
2009-05-01,118.08310166666668
2009-06-01,125.58334211111112
2009-07-01,125.51687345161292
2009-08-01,127.68792277419351
2009-09-01,182.5095005
2009-10-01,189.93442636559138
2009-11-01,152.52863128888887
2009-12-01,195.0491639892473
2010-01-01,152.2578755806451
2010-02-01,195.59115854761905
2010-03-01,189.981887
2010-04-01,195.5365247
2010-05-01,150.3243332580645
2010-06-01,91.33092138888888
2010-07-01,82.94435402150538
2010-08-01,84.85816305376345
2010-09-01,112.30941277777778
2010-10-01,136.52222272043014
2010-11-01,92.01793782222222
2010-12-01,66.69853210752687
2011-01-01,89.4705183655914
2011-02-01,105.68437985714286
2011-03-01,79.7267019032258
2011-04-01,73.41635112222222
2011-05-01,58.49071407526881
2011-06-01,60.06163481111111
2011-07-01,55.513861784946236
2011-08-01,88.97861669892472
2011-09-01,92.50953437777778
2011-10-01,72.86567944086022
2011-11-01,70.53858275555555
2011-12-01,55.756056483870964
2012-01-01,53.61037947311828
2012-02-01,78.49598144827586
2012-03-01,119.10521388172043
2012-04-01,56.99427418888888
2012-05-01,46.85869274193549
2012-06-01,87.35270906666666
2012-07-01,79.17754592473118
2012-08-01,140.26220102150538
2012-09-01,183.3778401333333
2012-10-01,198.00380627956991
2012-11-01,166.9982269888889
2012-12-01,180.3391705376344
2013-01-01,184.45569695698924
2013-02-01,181.17711414285714
2013-03-01,137.53884632258064
2013-04-01,229.82422287777777
2013-05-01,139.81515178494627
2013-06-01,143.10235772222222
2013-07-01,232.1402435376344
2013-08-01,150.55001888172043
2013-09-01,144.20590491111113
2013-10-01,211.93833133333334
2013-11-01,210.38550514444444
2013-12-01,164.0329949139785
2014-01-01,160.47509748387097
2014-02-01,187.96510933333334
2014-03-01,151.3030924301075
2014-04-01,373.7469429222223
2014-05-01,381.9789959677419
2014-06-01,334.87149411111113
2014-07-01,184.66963265591397
2014-08-01,200.1672784301075
2014-09-01,177.31851948888888
2014-10-01,207.02634377419355
2014-11-01,166.56813924444447
2014-12-01,175.05465266666667
2015-01-01,187.59591108602152
2015-02-01,166.2312292738095
2015-03-01,205.50295066666666
2015-04-01,161.30443577777777
2015-05-01,259.1989313548387
2015-06-01,186.4165488
2015-07-01,206.15807048387097
2015-08-01,183.70840486021504
